,query,argument,stance,snippet,id,prediction,appropriate,inappropriate,word_count,bart_gist
24,abortion,"-ABORTION- Abortion is the termination of a pregnancy by the removal or expulsion from the uterus of a fetus or embryo, resulting in or caused by its death.[1] An abortion can occur spontaneously due to complications during pregnancy or can be induced, in humans and other species. In the context of human pregnancies, an abortion induced to preserve the health of the gravid (pregnant female) is termed a therapeutic abortion, while an abortion induced for any other reason is termed an elective abortion. The term abortion most commonly refers to the induced abortion of a human pregnancy, while spontaneous abortions are usually termed miscarriages. I have a question for you do you believe in torturing terrorist? (if the answer is no) If you said no you are a moron because you believe in killing gods perfectly harmless creations for nothing and not killing a terrorist for terrorizing our country. Do you believe in the death sentence? If you said no your killing a baby for Nothing. Yes you are killing it you stop its heart from beating it. What do you think god and Jesus our lord and savior think about that. If you are atheist please Google john 3:16",CON,"In the context of human pregnancies, an abortion induced to preserve the health of the gravid (pregnant female) is termed a therapeutic abortion, while an abortion induced for any other reason is termed an elective abortion.",269,"['0.01904224562458694', '0.9809577703475952']",0.0190422456245869,0.9809577703475952,202,"Abortion is the termination of a pregnancy by the removal or expulsion from the uterus of a fetus or embryo, resulting in or caused by its death. An abortion can occur spontaneously due to complications during pregnancy or can be induced, in humans and other species. In the context of human pregnancies, an abortion induced to preserve the health of the"
25,abortion,"Abortion is needed to control the population so that the population doesn't get too excess. By the 22 century, the population estimated to be 11.2 billion people and if abortion were illegal, the population would be so much higher. If our country stops the use of abortion, we will end like china, forcing women that don't want to have an abortion to have an abortion to control the population. When women are forced to get abortions, a lot of women commit suicide. Women have a higher rate of suicide in China because of this reason and in almost every other country, men have a higher rate of suicide. If abortion were illegal, the population would grow tremendously, causing abortion to be forced onto women later in life, which will increase the suicide rate of women. http://www.allgirlsallowed.org...",PRO,"By the 22 century, the population estimated to be 11.2 billion people and if abortion were illegal, the population would be so much higher. ... If abortion were illegal, the population would grow tremendously, causing abortion to",271,"['0.2824391555506736', '0.71756083201617']",0.2824391555506736,0.71756083201617,142,"Abortion is needed to control the population so that the population doesn't get too excess. If abortion were illegal, the population would grow tremendously, causing abortion to be forced onto women later in life. When women are forced to get"
26,abortion,"I thank my opponent for his response to my previous statement. ""Whether or not abortion can also be classified as assault is irrelevant to this debate"" (I argue this statement) As a matter of fact it is relevant to this debate. The topic we are discussing is abortion and whether it should be accepted or not. Clearly anyone who is kicked in the stomach has witnessed an act of assault. Abortion is only abortion if it is considered to be or not to be by the child carrier. If not considered abortion, it is only a mere act of assault. This can happen to anyone. I now argue my opponent's ideology of the ""morning after pill"". Referring back to my opponent's definition of abortion, the morning after pill is also another form of abortion. It all eliminates the infant correct? Therefore, my opponent provided another form of abortion that he stated is the solution to pregnancy even though he is supposed to argue against it. Any act of the mother eliminating her child would be classified as abortion only if it is intended by the carrier. Immorality: No, I was not intending it to fall under my opponent's four categories. I was only preventing that from being argued. It may not be relevant to the four types of abortion, but it is relevant to the topic at hand. what is right and wrong?: The people in this world have their own basic concept of what is right or wrong. This can also relate to morality. Every single person shares the same individual mindset, their own gathered ideas and opinions of what is right and wrong. I extend my argument referring to morality with only the slightest question...What is moral in this world? Certainly not shaving. This refers to the Bible. It is absolutely hypocritical for someone who shaves to say abortion is immoral. In addition to my opponent's remark about whether kicking a woman in the stomach is moral or not. Assault is not moral. But then again we are not talking about assault, we are talking about abortion. Why I did not respond to the other three categories of abortion, well that is the thing....I actually did in a general remark. Referring to my previous statements about morality, intentional abortion and teen pregnancy. I extend my previous arguments..... In conclusion, I affirm abortion as a way of preventing further difficulty in life with both the mother and child. Creating problems or preventing them with out the slightest sense of guilt. Thank you!",PRO,"I thank my opponent for his response to my previous statement.  ... Therefore, my opponent provided another form of abortion that he stated is the solution to pregnancy even though he is supposed to argue against it.",272,"['0.0030741192400455474', '0.9969258904457092']",0.0030741192400455,0.9969258904457092,429,"I thank my opponent for his response to my previous statement. Abortion is only abortion if it is considered to be or not to be by the child carrier. If not considered abortion, it is only a mere act of assault. This can happen to anyone. I extend my argument referring to morality with only the slightest question...What is moral in this world? Certainly not shaving. It is absolutely hypocritical for someone who shaves to say abortion is immoral. In conclusion, I affirm abortion as a way of preventing further difficulty in life with both the mother and child."
27,abortion,"Rather than discussing the positives vs the negatives of abortion, con has simply claimed that ""abortion"" ""enslaves"" people into paying for their abortions. Would con be fine then if the woman had to pay for her own abortion? If so, then I don't see the problem; con would therefore agree that abortion is okay if the woman pays for it. Con's entire argument, however, about being ""enslaved"" would apply to the pro abortion side, not his side. In other words, con is arguing my side for me. If we became anti-abortion, then we'd all have to pay for unwanted babies that mother's were forced to have. This averages around 250k PER kid. http://www.huffingtonpost.com... Not only that, but this is simply the cost of raising a kid until he or she is 18. What if they can't find a job? Due to technology, we are moving AWAY from jobs, not towards jobs. We are already overpopulated as is; imagine what FORCING mother's to have kids they don't want would do to us. Talk about enslavement! We already have 100k orphans who are not adopted, and that's WITH allowing abortion. If we didn't allow abortion, that number could easily approach 1 million. https://showhope.org...",PRO,"Rather than discussing the positives vs the negatives of abortion, con has simply claimed that ""abortion"" ""enslaves"" people into paying for their abortions.  ... Due to technology, we are moving AWAY from jobs, not towards jobs.",274,"['0.0019476973451673985', '0.9980523228645325']",0.0019476973451673,0.9980523228645324,216,"""Con"" would agree that abortion is okay if the woman pays for it. If we became anti-abortion, then we'd all have to pay for unwanted babies that mother's were forced to have. We are already overpopulated as is; imagine what FORCING mother's to have kids they don't want would do to us."
28,abortion,"Most people that want to make abortion illegal do so out of ignorance and emotion. Research has shown that making abortion illegal does not reduce abortion but does increases maternal mortality. As to the mother's danger, Pregnancy has a major effect on a person's body and emotional state, And every pregnancy carries some risk of serious complication or death. The crucial decision to take on that risk""no matter how small""can only be decided by the pregnant person themselves. Not you and law enforcement. . . Women""s lives, Health, And basic human rights depend on the availability of abortion, And those are the only factors necessary to justify abortion.",PRO,"Research has shown that making abortion illegal does not reduce abortion but does increases maternal mortality. ... As to the mother's danger, Pregnancy has a major effect on a person's body and emotional state, And every",276,"['0.203251977218315', '0.7967479863204062']",0.203251977218315,0.7967479863204062,111,Most people that want to make abortion illegal do so out of ignorance and emotion. Research has shown that making abortion illegal does not reduce abortion but does increases maternal mortality. Pregnancy
29,abortion,"This isn't your typical abortion debate. Because I've never had the 'opportunity' of being a pregnant lady, nor do I have the privilege of remembering my fetus days, I don't consider myself fit to actually judge as to whether abortion is OK or not. This is a debate as to how the morality of abortion should be judged. In other words, I will be debating that the morality of abortion should be determined by whether or not a fetus is sentient, while con will do something along the lines that the morality of abortion should be determined by deciding whether a fetus is a person or not. Go ahead and except. Unless your rationalmadman.",PRO,"Because I've never had the 'opportunity' of being a pregnant lady, nor do I have the privilege of remembering my fetus days, I don't consider myself fit to actually judge as to whether abortion is OK or not. ... In other words, I",283,"['0.0015361437806859612', '0.9984638571739197']",0.0015361437806859,0.9984638571739196,117,This isn't your typical abortion debate. This is a debate as to how the morality of abortion should be judged. Go ahead and except. Unless your rationalman.
30,trump,"Thank you Pro for this interesting topic. ""I think trump is life. Agree?"" Before starting my own arguments let's define a few terms. trump - a card of a suit any of whose cards will win over a card that is not of this suit ""called also trump card. [1] Life - the ability to grow, change, etc., that separates plants and animals from things like water or rocks [2] Now there are 7 qualifications in order for something to have life. They are as follows: It should maintain some balanced conditions in its inner structure Its structure is highly organized. It should be able to break down or build up nutrients to release or store energy based on need. This is called Metabolism It should grow, which means its structure changes as time goes by in an advantageous manner. It should show adaptation to the environment. It should be able to respond to environmental stimuli on demand (as opposed to adaptation, which occurs over time). It should be able to reproduce itself. [3] Now as far as I can tell a ""trump"" or ""trump card"" doesn't meet any of these requirements making my opponents statement ""trump is life"" false. [1] http://www.merriam-webster.com... [2] http://www.merriam-webster.com... [3] https://en.wikibooks.org...",CON,"[1] Life - the ability to grow, change, etc., that separates plants and animals from things like water or rocks [2] Now there are 7 qualifications in order for something to have life. ... They are as follows: It should maintain",438,"['0.43810631074011325', '0.5618936814367771']",0.4381063107401132,0.5618936814367771,217,"Life is the ability to grow, change, etc., that separates plants and animals from things like water or rocks. Life should maintain some balanced conditions in its inner structure. It should be able to break down or build up nutrients to release or store energy based on need. This is called Metabolism."
31,trump,"Trump is the most openly racist Presidential candidate since pre Civil Rights. Source 1: (http://theweek.com...) here comes Donald Trump, who started his campaign by ranting about how Mexican immigrants are rapists and drug dealers (...) After a Black Lives Matter protester was punched and kicked at a Trump rally, Trump said ""Maybe he should have been roughed up."" And he retweeted a graphic with fake statistics about black people supposedly murdering whites, which turns out to have been created by a neo-Nazi. (...) the thing Trump is trying to communicate with this story. (...) Your Muslim friends and neighbors? They're not the assimilated, patriotic Americans they want you to believe. They're not regular people with jobs and families and lives like yours. They're a threat, people to be surveilled and harassed and hated and feared. (...) the most disheartening thing of all: not that there's a candidate willing to make these repugnant appeals, but that so many Republican voters hear them and cheer. And, racism is wrong. Source 2: (https://itstopswithme.humanrights.gov.au...) Racism has a significant impact both on the individuals who experience it and the wider community. Research shows that there are significant links between experiences of racism and discrimination and poor physical and mental health, reduced productivity and reduced life expectancy. Further, it is well-recognised that racism presents barriers to social and economic participation which can in turn cause social exclusion and entrench disadvantage, sometimes for generations. (...) It harbours mistrust. It incites hatred. It stops the word 'community' in its tracks. Trump's rhetoric is dangerous and will destroy the US. It destroys communities, causes crime, etc. Why would you EVER support Trump?",CON,"(...) the most disheartening thing of all: not that there's a candidate willing to make these repugnant appeals, but that so many Republican voters hear them and cheer. ... Source 2: (https://itstopswithme.humanrights.gov.au...)",439,"['0.0222310034558177', '0.9777689814567566']",0.0222310034558177,0.9777689814567566,281,"Trump is the most openly racist Presidential candidate since pre Civil Rights. Racism has a significant impact both on the individuals who experience it and the wider community. Research shows that there are significant links between experiences of racism and poor physical and mental health, reduced productivity and reduced life expectancy. It is well-recognised that racism presents barriers to social and economic participation which can in turn cause social exclusion and entrench disadvantage."
32,trump,"Here is the source I will be using: - http://todaysinfo.net... This website lists 13 reasons why Trump will make a great president. I am only going to copy and comment on two of them. 12. ""Trump is planning to build a great, great wall (yes""two ""greats"") on our southern border between the U.S. and Mexico. The best part? He""s planning to have Mexico pay for that wall, and mark his words, """" I will immediately terminate President Obama""s illegal executive order on immigration."""" ""Plus, with less authentic delicious Mexican food here in the U.S., obesity rates will probably drop."" -regardless of of Trump's racist bigotry used to appeal to an old, racist crowd, Immigration IS a problem here in the US and he plans to put an end to it. 1. ""Why would Trump make the best president of all time? Because he said so. ""I will be the greatest jobs president that God ever created, I tell you that. I""ll bring back our jobs from China, from Japan, from Mexico and from so many places. I""ll bring back our money. "" Sadly, the American dream is dead. But if I get elected president, I will bring it back bigger and better and stronger than ever before, and we will make America great again."""" By building a wall, fighting ISIS, and strengthening the Christian religion, Trump will make the greatest president of all time. That is my argument. Thankyou",PRO,"Because he said so. ... But if I get elected president, I will bring it back bigger and better and stronger than ever before, and we will make America great again.""""",441,"['0.003986244928091765', '0.9960137367248535']",0.0039862449280917,0.9960137367248536,246,"""I will be the greatest jobs president that God ever created, I tell you that. I""ll bring back our jobs from China, from Japan, from Mexico and from so many places. "" Sadly, the American dream is dead. But if I get elected president, I will bring it back bigger and better and stronger than ever before, and we will make America great again"""
33,trump,"First of all, why do you think Mr. Trump will be such a ""great"" president just so I know you aren't the kind of person who likes to talk about an opinion and not have anything to back it up. Trump is an inconsiderate jerk who thinks that he can say all the crap he likes to say about people and get away with it. He also talks about reducing our debt. Ask him how he can do that when he wan't to build a wall around Mexico, which will: 1. Put us billions of dollars into more debt. 2. Make it ok to let him do with whatever he would like without trying to actually TALK to the Mexicans and ask them to stop illegally immigrating into our country.",CON,"First of all, why do you think Mr. Trump will be such a ""great"" president just so I know you aren't the kind of person who likes to talk about an opinion and not have anything to back it up.  ... Trump is an inconsiderate jerk who",443,"['0.0013984508346766233', '0.9986015796661377']",0.0013984508346766,0.9986015796661376,132,Trump is an inconsiderate jerk who thinks that he can say all the crap he likes to say about people and get away with it. He also talks about reducing our debt. Ask him how he can do that
34,trump,"First of all, I support O'Malley, but that isn't important. It looks like this debate comes down to Trump's stance on immigration. I showed clear harms from racism - shattered communities, (look at Ferguson if you want proof lol) poor mental and physical health, economic downturns, etc. If Trump becomes president and embraces racism, all these impacts will go nationwide. My opponent has no response to this, so insofar as I can prove Trump is racist, you vote neg. And I showed clear evidence of that, but if you want more, here's how illegal immigrants are treated. Source 3: (http://revcom.us...) These Minutemen inspired by rightwing Republican Pat Buchanan's claim that urgent action is needed to preserve the U.S. as an ethnically white, Christian-European nation. (...) The cold-blooded vigilante attacks on immigrants aren't a new development. Ranchers in Arizona have killed undocumented immigrants for years. They have terrorized them, hunted them down with dogs, and handed them over to the Border Patrol at gunpoint. (...) they have developed deep ties with powerful forces high in the government""and are operating in the era where any paranoid appeal for more security quickly gets official backing and a public hearing. (...) Mile by mile, walls and barbed wire have cut off Mexico from the United States, forcing more and more immigrants to cross over in the dangerous desolate stretches of border in Arizona. It has created an intense conflict zone, as desperate immigrant workers try to cross and survive, and an intensified government crackdown hunts them through the dry hills to trap them, capture them, (...) this reactionary Minuteman movement has emerged to demand even more extreme and violent actions against the immigrants. They have criticized the proposals made by President Bush and Mexico's President Vicente Fox to create a legal program for bringing Mexican immigrants into the U.S. So these Minutemen kill and hunt down not only illegal immigrants, but also innocent Americans. Clearly more anti immigration laws will simply fuel more racism, and the death of innocent people. So since Trump will cause more terrible organizations like this to form, please vote neg - vote down Trump.",CON,"I showed clear harms from racism - shattered communities, (look at Ferguson if you want proof lol) poor mental and physical health, economic downturns, etc. ... And I showed clear evidence of that, but if you want more, here's how",444,"['0.007482590363360941', '0.9925174236297607']",0.0074825903633609,0.9925174236297608,363,"Ranchers in Arizona have killed undocumented immigrants for years. They have terrorized them, hunted them down with dogs, and handed them over to the Border Patrol at gunpoint. These Minutemen were inspired by rightwing Republican Pat Buchanan's claim that urgent action is needed to preserve the U.S. as an ethnically white, Christian-European nation. So since Trump will cause more terrible organizations like this to form, please vote down Trump."
35,trump,"I'll be honest, that was an interesting video, however, I still like him. Here's what I got from the video: 1. He's changed his opinion on multiple issues. I don't see anything wrong with that, if anything, I think he was smart to become a Republican in recent years. Look, times change meaning that a policy that would have worked years ago might not work today and a party that may have appeared favorable once may not appear as favorable now. In 2000, when Trump ran for president under the Reform Party, he believed in universal healthcare as an option. The idea that he maintains that belief, despite what the video said, is ridiculous. In early 2015, he brought up the idea that the government should start making deals with hospitals to help low income Americans. Later, a spokesperson (not Trump himself) stated that Trump would be open to a universal / market-based system that would open up a variety of choices. Today, his official healthcare plan affirms that he supports a 100% free market system, where insurance companies must compete nationwide - the exact opposite of universal healthcare. 2. He's donated to and supported the Bill and Hillary in the past. That makes Trump living proof that we have corrupt politicians in Washington; in fact, that's what brought down primary rivals like Sen. Rand Paul (who accepted money from Trump). The video starts going into conspiracy theory-mode; it theorizes that because Trump donated to them, he secretly supports them and is part of an elaborate plot to make Hillary our next president. First of all, there's no evidence. Second of all, if donating money means working for someone, wouldn't Trump also be working for Rand Paul? And wouldn't he have refrained from calling out Hillary for accepting his donation? 3. He's not extremely religious. I'm okay with that. He said that he does not ask God for forgiveness, and then the video pulls up Bible quote after Bible quote - but who really follows every word of the Bible? If you did, you'd be a criminal; the Bible says that we should stone our children if they are disobedient - which is considered murder, and murder is a crime. The video is basically anti-Trump propaganda with little to no factual information. SOURCES: http://www.politifact.com...-/ https://www.donaldjtrump.com... GOP DEBATE: ""I've given you money, too."" -Trump to Sen. Rand Paul",PRO,"He said that he does not ask God for forgiveness, and then the video pulls up Bible quote after Bible quote - but who really follows every word of the Bible? ... If you did, you'd be a criminal; the Bible says that we should stone",445,"['0.2768047765828669', '0.7231952309608459']",0.2768047765828669,0.7231952309608459,415,"In 2000, when Trump ran for president under the Reform Party, he believed in universal healthcare as an option. In early 2015, he brought up the idea that the government should start making deals with hospitals to help low income Americans. Today, his official healthcare plan affirms that he supports a 100% free market system - the exact opposite of universal healthcare. He's not extremely religious, and then the video pulls up Bible quote after Bible quote - but who really follows every word of the Bible? If you did, you'd be a criminal."
36,trump,"No one will be tougher on ISIS than Donald Trump. Mostly because Islamic terrorism is eating up large portions of the Middle East and they""ve become rich. They even built a hotel making themselves a direct competitor of Trump Hotel. Trump is undeniably a great negotiator, and despite his outrageous public statements in the recent past, he knows how to navigate complex deals and convince a wide variety of industries, businesses, and investors to do what he wants and to work with him to achieve his goals. Trump isn""t politically correct. He isn""t afraid to say what he thinks, and he can certainly voice an opinion. If he has an issue with you, he will say it to your face. It""d be nice to have a politician in office with that level of transparency.",PRO,"No one will be tougher on ISIS than Donald Trump.  ... Mostly because Islamic terrorism is eating up large portions of the Middle East and they""ve become rich.",446,"['0.11174619211815298', '0.888253802061081']",0.1117461921181529,0.888253802061081,138,"Trump is undeniably a great negotiator, and despite his outrageous public statements in the recent past, he knows how to navigate complex deals. Trump isn""t afraid to say what he thinks, and he can certainly voice an opinion."
37,trump,I accept. Before we begin I would like to clear some things up for the voters and provide definitions. There is no clear resolution so I will provide one after the definitions. Trump - a card of a suit any of whose cards will win over a card that is not of this suit President - (Definition 2) an officer appointed or elected to preside over an organized body of persons Full Resolution based off of definitions - A Card Trump For The President Of The World My stance is as follows: A Card Trump Should Not Be The President Of The World http://www.merriam-webster.com... http://www.dictionary.com...,PRO,Before we begin I would like to clear some things up for the voters and provide definitions. ... There is no clear resolution so I will provide one after the definitions.,448,"['0.004955036798492074', '0.9950449466705322']",0.004955036798492,0.9950449466705322,109,A Card Trump Should Not Be The President Of The World. A card of a suit any of whose cards will win over a card that is not of this suit.
38,trump,"In round 2, I demolished everyone's source that Trump is a liar: WashPo's list is full of clearly non-lies. Probably nothing on their list is a real lie. My opponent's Round 2 response was just a rehash of his Round 1 rant. So, I will respond to some of the side comments. ======== ""If we're talking sheer numbers of lies, Trump dwarfs any President I think we've ever had. "" ======== Says who? Does WashPo have a tracker for Obama's lies, Bush's lies, Clinton's lies? -Nope. We can't know how his lying compares without having comparable lists. ======== ""Everyone lies. "" ======== This is my exact point: Trump is just another one of the everyone that lie. Why should his lies be tracked when no one else's have been? I assert that Trump doesn't lie in a manner worthy of special tracking. His lack of complete honesty is in line with the mainstream of US politicians and media outlets nowadays. ========/======== There is an assumption of innocence without WashPo's credibility. Burden to you!",PRO,"So, I will respond to some of the side comments. ... We can't know how his lying compares without having comparable lists.",450,"['0.001796789770014584', '0.9982031941413879']",0.0017967897700145,0.998203194141388,179,"""WashPo's list is full of clearly non-lies. Probably nothing on their list is a real lie"" ""If we're talking sheer numbers of lies, Trump dwarfs any President I think we've ever had"""
39,trump,"""Sadly...The American Dream... IS DEAD"" It isn't! Not yet... but if he wins... it will be!. Hillary Clinton called Trump a racist and Trump responded: ""Failing candidate Hillary Clinton, who is desperately trying to hold on to her lead in the democratic primary against Bernie Sanders, is knowingly putting out lies about my stance on illegal immigration. I said ""Mexico is sending"""" I""m not knocking immigration or immigrants, but rather am very critical of the country of Mexico for sending us people that they don""t want. Likewise I am very critical of illegal immigration and the tremendous problems including crime, which it causes. She is desperate, she is sad, and she is obviously very nervous when she has to revert to issues that have already been settled given the absolute accuracy of my statement. She speaks about ""my tone"" and that""s the problem with our country""s leaders. They are more worried about tone than results! It""s not about being nice"" it""s about being competent. Hillary should spend more time producing her illegally hidden emails and less time trying to obfuscate a statement by me that is totally clear and obviously very much accepted by the public as true. I am honored, however, that she is attacking me, instead of Jeb Bush. Obviously she knows that JEB is no longer her real competition. The last person she wants to face is Donald Trump."" He lied about Hillary being a sad excuse for a candidate. He lies unintentionally and finds it hard to stop. I know what you're thinking: ""I need evidence!"" This is a part of an article I found on a website: Donald Trump is a serial liar. Okay, to be a bit less Trumpian about it, he has trouble with the truth. If you look at Politifact, the Pulitzer Prize-winning site that examines candidates"" pronouncements for accuracy, 76 percent of Trump""s statements are rated either ""mostly false,"" ""false,"" or ""pants on fire,"" which is to say off-the-charts false. By comparison, Hillary Clinton""s total is 29 percent.",CON,"Likewise I am very critical of illegal immigration and the tremendous problems including crime, which it causes. ... I am honored, however, that she is attacking me, instead of Jeb Bush.",452,"['0.0018907220102846623', '0.9981092691421509']",0.0018907220102846,0.9981092691421508,351,"Hillary Clinton called Trump a racist and Trump responded: ""Failing candidate Hillary Clinton is desperately trying to hold on to her lead in the democratic primary"" Trump: ""She is desperate, she is sad, and she is obviously very nervous when she has to revert to issues that have already been settled"" ""I am honored, however, that she is attacking me, instead of Jeb Bush. Obviously she knows that JEB is no longer her real competition,"" he said."
40,brexit,"When you simply dismiss an opponent's arguments as ""factoids and other junk,"" it is to be assumed that you have no rebuttal for them. Thus, unless you provide an adequate rebuttal in later rounds, you concede all of these points as true. I don't know what political correctness has to do with this debate; if you would be so kind as to explain so both of us have some context to argue off of, that would be nice. Just as a note--since the British people have now voted to leave the EU, I hope that it happens and that Britain does succeed in invoking Article 50. It's one thing to be against something passing and quite another to try to override the will of the people by undemocratic means. I respect the will of the British people and hope that the choice they made actually occurs. If I'm not mistaken, however, you titled this debate ""Brexit"" and I took the Con position. Does this not mean that I am arguing that the effects of Brexit will be mostly negative and you arguing that they will be positive? Seeing as you don't appear to have made any actual arguments as to why a Brexit will be beneficial, I shall refrain from expanding my arguments this round, seeing as I have nothing to respond to.",CON,"I don't know what political correctness has to do with this debate; if you would be so kind as to explain so both of us have some context to argue off of, that would be nice. ... Seeing as you don't appear to have made any actual",565,"['0.0025850779609754683', '0.9974149227142334']",0.0025850779609754,0.9974149227142334,229,"""I don't know what political correctness has to do with this debate,"" he says. ""I respect the will of the British people and hope that the choice they made actually occurs"" ""If I'm not mistaken, however, you titled this debate ""Brexit"" and I took the Con position,"" he adds."
41,brexit,"Anti-Brexit had the facts, Brexit had the rhetoric. Irrational fear of immigration and losing autonomy. Britain clearly needs migrants considering it's own workers don't want to work the dirty jobs such as farming so migrants need to do it for them. [1] Let's Look at the facts. Britain's Membership in the EU costs around 6.3 Billion pounds or 0.3% of britains GDP. So for the leave side to be economically superior leaving would not be able to affect the UK by more than 0.3%. But considering the UK makes 13% of it's GDP from selling commodties to the EU this seems unlikely. [2] The problem with this is that economists predict that the UK could lose up to 6% of It's GDP from leaving the EU which is much greatet than 0.3% [3] This isn't even including additional costs for tarrifs that would amount to close of the cost for eu membership after free trade deals are abolished along with eu membership. [4] Also, Britain has complete control of their immigration policy so leaving would do almost nothing when it comes to immigration policy. Not to mention that 70% of Britain's population increase came from immigration. Limiting immigration radically could have some pernicious effects. [5] Clealry from this information, Brexit would have accomplished nothing in immigration and would hurt the UK economy in the long run. Your emotional appeal will not get you far. Sources: http://www.express.co.uk...;[1] http://www.ons.gov.uk...;[2] http://country.eiu.com...;[3] http://www.bbc.com...;[4] http://webarchive.nationalarchives.gov.uk...",CON,Britain clearly needs migrants considering it's own workers don't want to work the dirty jobs such as farming so migrants need to do it for them. ... But considering the UK makes 13% of it's GDP from selling commodties to the EU,566,"['0.00772634781897068', '0.9922736763954163']",0.0077263478189706,0.9922736763954164,275,Britain's Membership in the EU costs around 6.3 Billion pounds or 0.3% of britains GDP. The UK makes 13% of it's GDP from selling commodties to the EU. Britain has complete control of their immigration policy so leaving would do almost nothing when it comes to immigration policy. 70% of Britain's population increase came from immigration.
42,brexit,"Brexit will be good for England. They can close their border to the flood of migrants, Keep a close eye on illegal immigration from the middle east. Also this will save England millions in EU fees. Switzerland and Norway are not in the EU and they are countries that are well off and don't have to follow the rules imposed by big brother the EU, They can run their own countries as fit. Borders are made for a reason, By not being in the EU you can close your border to floods of migration like the rest of Europe is seeing and not follow the rules imposed by EU but by laws and rules of each individual country. There is a reason we have so many countries around the world and why Europe is divided into so many countries, Because the Ottoman empire didn't work nor the Roman empire. The EU is trying to colonize all of Europe into one big nation. It's not going to work Brexit will be good for England",PRO,"Borders are made for a reason, By not being in the EU you can close your border to floods of migration like the rest of Europe is seeing and not follow the rules imposed by EU but by laws and rules of each individual country.",571,"['0.07750509730540216', '0.9224948763847352']",0.0775050973054021,0.9224948763847352,176,Switzerland and Norway are not in the EU and don't have to follow the rules imposed by big brother the EU. They can run their own countries as fit. The EU is trying to colonize all of Europe into one big nation. It's not going to work
43,brexit,"I appreciate your response, So here is my final debate round Security of the country is more important than trade. Just look at what is happening in the rest of Europe. The migrant crisis is reaching epic proportions all the way to France because the borders were open and the migrants came cross all borders unobstructed. From Italy and Turkey through the rest of open Europe through the poorer nations all heading for England the most prosperous country in the EU. A border crossing with northern and southern Ireland is also critical in keeping the IRA at bay and controlling movement of people. Open borders are a disaster for security reasons. It might be easier to cross borders for regular travelers but lets look at the Sicilian mafia, They are now free to roam all over Europe, The Russian mafia has open borders to travel to England right now and poison people with polonium. The Gypsies can roam all around Europe without obstruction. And finally the migrants from the middle east including ISIS can freely cross from Turkey to anywhere in Europe. Everybody is complaining about Brexit until the bombs go off in France and England or a 1000 women are raped in Germany over the holidays because there is no control at the border. Switzerland and Norway are not in the EU and they are doing excellent. Not everyone needs to be in a big EU boys club. Countries all separated a long time ago because people couldn't get along. Yugoslavia split into 6 countries because they couldn't get along, Who says we need to make one big Europe country? Have we not learned from the Roman empire, From the Ottoman empire. Countries are created every decade in Africa, In the past in South America. Panama did not want to be part of Columbia so they created their own country with a border. Not having borders or having open borders is a bad idea. That's like not having a fence with your neighbor. And besides why should England pay 13 billion euros to the EU, How much is Romania and Bulgaria paying? Nothing. England is a rich prosperous country, They don't need to be part of the EU clan that is suffering from migrant invasions and terrorism. Besides other countries are pulling out too, Poland and Sweden mentioned they might pull out next. You can have your own country so why would you want to be under the thumb of the Hague and the big brother EU. England will prosper without the EU like they have done for hundreds of years just ask Switzerland and Norway about it. The EU is FAKE NEWS and bad and 50% of the British agree with me and want out",PRO,"It might be easier to cross borders for regular travelers but lets look at the Sicilian mafia, They are now free to roam all over Europe, The Russian mafia has open borders to travel to England right now and poison people",575,"['0.0024582135491073133', '0.9975418090820313']",0.0024582135491073,0.9975418090820312,461,"England will prosper without the EU like they have done for hundreds of years just ask Switzerland and Norway about it. Not everyone needs to be in a big EU boys club. Yugoslavia split into 6 countries because they couldn't get along. Have we not learned from the Roman empire, From the Ottoman empire. Panama did not want to be part of Columbia so they created their own country with a border. Not having borders or having open borders is a bad idea. That's like not having a fence with your neighbor. And besides why should England pay 13 billion euros to the EU, How much is Romania and Bulgaria paying? Nothing. The EU is FAKE NEWS and bad and 50% of the British agree with me and want out."
